iter	Logloss
280	0.4697033967
281	0.4696719045
282	0.4696348471
283	0.4696009158
284	0.4695741918
285	0.4695164509
286	0.469470537
287	0.4694266391
288	0.4693552732
289	0.4692645006
290	0.4691868758
291	0.4691324962
292	0.4690771858
293	0.469060916
294	0.4689977613
295	0.4689578093
296	0.4689028081
297	0.4688394307
298	0.4687647909
299	0.4686934944
300	0.4686649432
301	0.4685993325
302	0.4685688894
303	0.4685210158
304	0.4684787587
305	0.4684523643
306	0.4684092648
307	0.4683101415
308	0.4682632584
309	0.468225016
310	0.4681668477
311	0.4680750951
312	0.4680297105
313	0.4680056203
314	0.4679349725
315	0.467891856
316	0.4678519314
317	0.4678123074
318	0.4677542721
319	0.4677203618
320	0.467624431
321	0.4675906866
322	0.4675625418
323	0.4674810012
324	0.4674211635
325	0.4673682041
326	0.4673147293
327	0.4672721529
328	0.4672129251
329	0.4671828695
330	0.4671028399
331	0.4670737909
332	0.4670297581
333	0.4669866401
334	0.4669123112
335	0.4668707765
336	0.4668286454
337	0.4667892561
338	0.4667388192
339	0.466669065
340	0.4666239901
341	0.4665950013
342	0.466507188
343	0.4664751781
344	0.4663808852
345	0.466330301
346	0.4662903673
347	0.4662200106
348	0.466181036
349	0.4661161007
350	0.4660900692
351	0.4660498125
352	0.4659719029
353	0.4659476154
354	0.4658967823
355	0.4658313741
356	0.4657800695
357	0.4657280261
358	0.4656588112
359	0.4656112799
360	0.4655559254
361	0.4654998149
362	0.4654595131
363	0.465434952
364	0.465413295
365	0.4653581635
366	0.4653195268
367	0.4652846982
368	0.4652313232
369	0.4651760325
370	0.4651257867
371	0.4650538363
372	0.46501994
373	0.4649809568
374	0.4649592974
375	0.4649326963
376	0.4648876633
377	0.4648297635
378	0.4648012161
379	0.4647586986
380	0.4647074428
381	0.4646837059
382	0.4645939139
383	0.4645612918
384	0.4645073589
385	0.4644657787
386	0.4644186409
387	0.4644141198
388	0.4643765673
389	0.4643238808
390	0.4642731555
391	0.4642418559
392	0.4641841795
393	0.4641050162
394	0.4640414026
395	0.4639913316
396	0.4639314741
397	0.4639165199
398	0.4638719425
399	0.4638342582
400	0.4637595942
401	0.4637403656
402	0.463686548
403	0.4636329558
404	0.4636114614
405	0.4635623143
406	0.4634815134
407	0.4634099567
408	0.4633682394
409	0.4633307418
410	0.4633042667
411	0.4632492413
412	0.4632109817
413	0.4631807998
414	0.4631138101
415	0.4630772582
416	0.4630184007
417	0.4629570422
418	0.4629365609
419	0.4628959955
420	0.4628779585
421	0.4628112137
422	0.4627599137
423	0.4627045117
424	0.4626501212
425	0.4626223257
426	0.4625913999
427	0.4625641128
428	0.4624796963
429	0.4624447246
430	0.4623971439
431	0.4623680702
432	0.4622924194
433	0.4622690108
434	0.462198905
435	0.4621277543
436	0.4621029088
437	0.4620531221
438	0.4620145642
439	0.4619777858
440	0.4619676314
441	0.4619204216
442	0.4618778268
443	0.4618372851
444	0.461823733
445	0.4618000246
446	0.4617572036
447	0.461695707
448	0.4616594389
449	0.4616252859
450	0.4615516502
451	0.4615094268
452	0.461458966
453	0.4613813381
454	0.4613484648
455	0.461322108
456	0.4612988936
457	0.4612462297
458	0.4612368138
459	0.4612015077
460	0.4611564632
461	0.4611139705
462	0.4610790682
463	0.4610380773
464	0.4609863315
465	0.4609587149
466	0.4608870068
467	0.4608719441
468	0.460822933
469	0.4607798155
470	0.4607607483
471	0.4606975759
472	0.4606351303
473	0.4605515057
474	0.4605153201
475	0.4604249703
476	0.4603631752
477	0.4603227173
478	0.4602876596
479	0.4602493518
480	0.4601901722
481	0.4601438429
482	0.4601156794
483	0.4600681878
484	0.4600322891
485	0.4599971141
486	0.4599387874
487	0.4598981718
488	0.4598591009
489	0.4598266436
490	0.4597663824
491	0.4597306456
492	0.4596569458
493	0.4596413319
494	0.4595904985
495	0.4595474032
496	0.4595432971
497	0.4594985409
498	0.4594467674
499	0.4593714599
500	0.4593155854
501	0.459256727
502	0.459227015
503	0.4591547254
504	0.4591059661
505	0.4590751104
506	0.4590574171
507	0.4589843573
508	0.4589205203
509	0.4588483559
510	0.458813007
511	0.458738358
512	0.458671566
513	0.4586410325
514	0.458592158
515	0.4585314103
516	0.4584516892
517	0.4584118915
518	0.4583684293
519	0.4582836787
520	0.4582518424
521	0.4582396129
522	0.4581857119
523	0.4581572025
524	0.4581348562
525	0.4580755109
526	0.4580383878
527	0.4579977211
528	0.457954297
529	0.4578951369
530	0.4578594967
531	0.4578031046
532	0.4577858005
533	0.4577226469
534	0.4577076833
535	0.4576465912
536	0.4575931159
537	0.4575624233
538	0.4574919752
539	0.457431496
540	0.4574031996
541	0.4573573989
542	0.4572986204
543	0.457294997
544	0.4572284093
545	0.4571880239
546	0.4571721964
547	0.4571321749
548	0.4571149492
549	0.4570687712
550	0.4570080431
551	0.4569700667
552	0.4569306758
553	0.4568779575
554	0.4568681696
555	0.4568238355
556	0.4567638309
557	0.4566864619
558	0.4566367649
559	0.4565886464
560	0.4565621461
561	0.4565288086
562	0.4565017999
563	0.4564857681
564	0.4564607377
565	0.4564167668
566	0.4563910909
567	0.4563560241
568	0.456317607
569	0.4562809611
570	0.4562759324
571	0.456264771
572	0.4562096119
573	0.4561469728
574	0.456082294
575	0.4560459903
576	0.4559783028
577	0.4559193348
578	0.4558697073
579	0.4558273413
580	0.4557472514
581	0.4557029115
582	0.4556644106
583	0.4556609909
584	0.4556099132
585	0.4555640723
586	0.4554875357
587	0.4553948384
588	0.4553486538
589	0.4552939408
590	0.4552483665
591	0.455242309
592	0.4552021406
593	0.4551495571
594	0.4551139587
595	0.455068721
596	0.4550358527
597	0.4549964806
598	0.4549538455
599	0.4549159042
600	0.4549124759
601	0.4548404921
602	0.4548341958
603	0.4548309924
604	0.4548042076
605	0.4547335177
606	0.4546956241
607	0.4546192515
608	0.4545469846
609	0.4544680559
610	0.454410107
611	0.4543981051
612	0.4543403527
613	0.4542951225
614	0.4542181366
615	0.4541269169
616	0.4541113429
617	0.4540909531
618	0.4540871583
619	0.4540193419
620	0.453997203
621	0.4539412177
622	0.4539040835
623	0.4538288766
624	0.4537844551
625	0.453727283
626	0.4536813427
627	0.4536445507
628	0.4535727512
629	0.4535238488
630	0.4534812463
631	0.4534104987
632	0.453378469
633	0.453324155
634	0.4532927493
635	0.4532032642
636	0.4531867531
637	0.4531504256
638	0.4531030933
639	0.4530987423
640	0.4530567
641	0.4530169914
642	0.4529810902
643	0.4529398926
644	0.4529194958
645	0.4528614526
646	0.4528182747
647	0.4527536298
648	0.4527017508
649	0.4526540852
650	0.4526223215
651	0.4526176364
652	0.4526070478
653	0.4525748871
654	0.4525006281
655	0.4524778633
656	0.4524471852
657	0.4524300055
658	0.4523635061
659	0.4523223886
660	0.45229055
661	0.4522431353
662	0.4522147488
663	0.4521756577
664	0.4521561184
665	0.4521317554
666	0.4521100908
667	0.4520233602
668	0.4519710654
669	0.4519371342
670	0.4518869025
671	0.4518363661
672	0.4517961656
673	0.4517637011
674	0.4517187792
675	0.451681624
676	0.4516788798
677	0.4515957208
678	0.4515532847
679	0.451498538
680	0.4514275792
681	0.4514063526
682	0.4513792169
683	0.4513096055
684	0.4512806475
685	0.4512411897
686	0.4511556255
687	0.4510970513
688	0.4510569016
689	0.4509753066
690	0.4509055538
691	0.4509016272
692	0.4508610776
693	0.4508153459
694	0.4507776464
695	0.450745666
696	0.4506784195
697	0.4506216669
698	0.4505936398
699	0.4505716952
700	0.45051014
701	0.450499075
702	0.4504768495
703	0.4504252072
704	0.4503961768
705	0.4503612517
706	0.4503525965
707	0.4503501928
708	0.4503396281
709	0.4502967257
710	0.4502937854
711	0.4502436577
712	0.450225639
713	0.4501712405
714	0.4501032798
715	0.4500798685
716	0.4500397038
717	0.4499574065
718	0.4499361656
719	0.4499307471
720	0.4498708956
721	0.4498142522
722	0.4498072016
723	0.4497454174
724	0.4497377148
725	0.4496663337
726	0.4495844989
727	0.4495521846
728	0.4495159248
729	0.4494915513
730	0.4494650763
731	0.4494196716
732	0.4493544618
733	0.4493315989
734	0.4492966026
735	0.4492410101
736	0.4492210173
737	0.4491798484
738	0.4491415238
739	0.4490887632
740	0.4490186453
741	0.4490002349
742	0.4489610188
743	0.4489529882
744	0.4488937956
745	0.4488469546
746	0.4488059018
747	0.4488025489
748	0.4487629596
749	0.4487153822
750	0.4486813165
751	0.4486297915
752	0.4485788202
753	0.4485604737
754	0.4484944179
755	0.4484734151
756	0.4484080298
757	0.4483558904
758	0.4483241698
759	0.448252599
760	0.44821477
761	0.4481566034
762	0.448120668
763	0.4480640594
764	0.448008464
765	0.4480053087
766	0.4479646432
767	0.447951561
768	0.4478872787
769	0.4478656981
770	0.4478165278
771	0.4477597392
772	0.4477104867
773	0.4476336215
774	0.4476037572
775	0.4475923247
776	0.4475600672
777	0.4475579641
778	0.4475069864
779	0.4474493398
780	0.4474035351
781	0.4473657744
782	0.4473509482
783	0.4472826916
784	0.4472446167
785	0.4472070627
786	0.4471491956
787	0.4471360629
788	0.4470953673
789	0.4470485936
790	0.4469972984
791	0.4469360578
792	0.4469335271
793	0.446891365
794	0.4468792514
795	0.4468177595
796	0.4467667512
797	0.4467533355
798	0.446685756
799	0.4466359202
800	0.4466134309
801	0.4465753168
802	0.4465334233
803	0.4464779622
804	0.4464295848
805	0.4464180193
806	0.4463738013
807	0.4463651446
808	0.4463595476
809	0.4463193827
810	0.4462532684
811	0.4462114741
812	0.4462074899
813	0.4461621625
814	0.4461314498
815	0.4460591783
816	0.4460080211
817	0.4459538492
818	0.4459155779
819	0.4458290644
820	0.4457823023
821	0.4457345244
822	0.4456883023
823	0.4456710244
824	0.4456049942
825	0.4455858777
826	0.4455478358
827	0.445534058
828	0.4454748936
829	0.4454259865
830	0.4453886741
831	0.4453360704
832	0.445279567
833	0.4452288888
834	0.4451978546
835	0.4451489246
836	0.4451302315
837	0.4451098164
838	0.445069223
839	0.4450332641
840	0.4450165432
841	0.4449514889
842	0.4449054804
843	0.4448901133
844	0.4448311052
845	0.4447779411
846	0.4447315399
847	0.4446857932
848	0.4446231667
849	0.4445811339
850	0.4445065386
851	0.4444494368
852	0.4443859007
853	0.4443637771
854	0.4443015841
855	0.444232103
856	0.4441808612
857	0.4441205038
858	0.444058071
859	0.4440411881
860	0.4439871201
861	0.443977348
862	0.4439367063
863	0.443896974
864	0.4438526415
865	0.4438497436
866	0.4438234742
867	0.4437890542
868	0.4437226427
869	0.4436748698
870	0.4436445263
871	0.4435938852
872	0.4435465018
873	0.443491099
874	0.4434630652
875	0.4434484675
876	0.4434195497
877	0.4434107431
878	0.4433778491
879	0.443332368
880	0.4432797815
881	0.4432332541
882	0.4432161111
883	0.4431654328
884	0.443120514
885	0.4430767568
886	0.4430574766
887	0.4430351903
888	0.4429894339
889	0.4429272978
890	0.4428949396
891	0.4428496343
892	0.4427888416
893	0.4427654088
894	0.4427236656
895	0.4426788605
896	0.442673848
897	0.4426596529
898	0.4425947061
899	0.4425736442
900	0.4425113473
901	0.4424649506
902	0.4424356915
903	0.4423660066
904	0.442336745
905	0.4423078794
906	0.4422791763
907	0.4422479599
908	0.4422240561
909	0.4421855211
910	0.4421499966
911	0.4421289509
912	0.4420641846
913	0.4420461459
914	0.4420098545
915	0.4419761423
916	0.4419724772
917	0.441926849
918	0.4418849377
919	0.4418503798
920	0.4418027441
921	0.4417842198
922	0.4417666774
923	0.4417276471
924	0.4417005534
925	0.4416922824
926	0.4416724884
927	0.4416312848
928	0.4416195243
929	0.4415740573
930	0.4415376778
931	0.4414865318
932	0.4414695794
933	0.4414241006
934	0.4413986281
935	0.4413674121
936	0.4413409648
937	0.4412975726
938	0.4412339266
939	0.4412011386
940	0.4411505558
941	0.4411271599
942	0.4410853013
943	0.4410535344
944	0.4409964983
945	0.4409761106
946	0.4409108903
947	0.4408595387
948	0.4408463665
949	0.4408059223
950	0.4407516579
951	0.4407011702
952	0.4406766808
953	0.4406386657
954	0.4405792187
955	0.4405336458
956	0.4405185825
957	0.4404762356
958	0.4404725536
959	0.4404254443
960	0.4403900564
961	0.4403411984
962	0.4402979025
963	0.4402675657
964	0.4402156872
965	0.4401978607
966	0.440167723
967	0.4401542039
968	0.4401121325
969	0.4400721059
970	0.4400157678
971	0.4400123465
972	0.439956714
973	0.4399230917
974	0.4398889903
975	0.439852456
976	0.4398077049
977	0.4397548877
978	0.4397251354
979	0.4396801056
980	0.439665458
981	0.4396349199
982	0.4395844466
983	0.4395374061
984	0.4395210596
985	0.439468268
986	0.4394246528
987	0.4393850192
988	0.4393192527
989	0.4392527359
990	0.4391977482
991	0.4391418669
992	0.4390889541
993	0.4390755104
994	0.4390373846
995	0.4390053279
996	0.4390019752
997	0.438955778
998	0.4388998216
999	0.4388963535
